# proj_num,size,cyl_r,cyl_h,cav_r,cav_z,el_x,el_y,el_z
2.170000000000000000e+02,8.000000000000000444e-01,2.155513514434911215e+01,4.516076203449985371e+01,5.388783786087278038e+00,1.176639524580791729e+01,1.148100286561213990e+00,1.007409487393358782e+00,9.748125778532816810e-01
2.180000000000000000e+02,9.000000000000000222e-01,9.931523318354237517e+00,4.454398966060045950e+01,2.482880829588559379e+00,-1.538241595217705182e+01,1.000496914000973181e+00,8.718918089891454226e-01,8.711049568795433684e-01
2.190000000000000000e+02,1.000000000000000000e+00,2.688663755280725987e+00,2.940622854768574257e+01,6.721659388201814966e-01,-8.709827950119972684e+00,7.352852325606772377e-01,1.045451707018331344e+00,8.116780997998014335e-01
2.200000000000000000e+02,1.000000000000000056e-01,2.437346301776927238e+00,3.879991466791341992e+01,-2.266732060652542291e+00,-1.265038066333623235e+01,1.205752667276491330e+00,1.289921642974070970e+00,9.691603972106302978e-01
2.210000000000000000e+02,2.000000000000000111e-01,1.383978389022741950e+01,2.052416910766568137e+01,-1.287099901791149925e+01,-6.996492416141556481e-01,1.086638284570340840e+00,7.362276892153577501e-01,1.068857650369892109e+00
2.220000000000000000e+02,3.000000000000000444e-01,1.999276222036342787e+01,4.553639840623734614e+01,-1.859326886493798625e+01,3.974194560357270589e+00,8.110698333275383476e-01,7.037220488256196171e-01,7.055706703035562466e-01
2.230000000000000000e+02,4.000000000000000222e-01,1.478726276026570297e+01,3.728529204221879922e+01,-1.375215436704710292e+01,2.442602512926749903e+00,7.758205151983620373e-01,1.226092372240378481e+00,1.156475577200081206e+00
2.240000000000000000e+02,5.000000000000000000e-01,1.841300479509640553e+01,2.794562201286202452e+01,-1.712409445943965736e+01,-8.380072498032159700e+00,1.278525853969626924e+00,1.168531110776814153e+00,7.997947682317831930e-01
2.250000000000000000e+02,5.999999999999999778e-01,1.601026278669614111e+00,5.372144981608150260e+01,-1.488954439162740950e+00,-8.382085486060143253e+00,1.264863575010366059e+00,7.453664038390506175e-01,9.764818253759143252e-01
2.260000000000000000e+02,7.000000000000000666e-01,2.595390078869214179e+01,3.938181257971267968e+01,-2.413712773348369112e+01,-1.216444000019285987e+01,1.133214718560207945e+00,1.118869825424139819e+00,8.057997444786935137e-01
2.270000000000000000e+02,8.000000000000000444e-01,1.123562098136729048e+01,4.561755971885375516e+01,-1.044912751267157880e+01,-5.757799804977564939e+00,9.253531374768755313e-01,9.154639045919800155e-01,1.069971066131244486e+00
2.280000000000000000e+02,9.000000000000000222e-01,2.183946044994507218e+01,5.063198634427114087e+01,-2.031069821844891621e+01,-1.913268714366486378e+01,1.096203157586933541e+00,9.486633239138164697e-01,1.174768931339496225e+00
2.290000000000000000e+02,1.000000000000000000e+00,1.290976262443185618e+01,4.840314647176590768e+01,-1.200607924072162547e+01,-9.260882641603819243e-01,1.013893593995245368e+00,8.503123518503070688e-01,1.063025810086283496e+00
2.300000000000000000e+02,1.000000000000000056e-01,2.123404393071827201e+01,2.593873404509244551e+01,9.130638890208855329e+00,-7.066352518317293274e+00,9.502178447151961027e-01,9.560917090663245688e-01,8.608655589475233683e-01
2.310000000000000000e+02,2.000000000000000111e-01,1.601338530180463948e+01,2.123269316013924879e+01,6.885755679775994231e+00,-5.424348029421834028e+00,9.031086956620856254e-01,1.046497712839073557e+00,1.211641694736365515e+00
2.320000000000000000e+02,3.000000000000000444e-01,1.681709691441991339e+01,2.216612090950135183e+01,7.231351673200562047e+00,5.697641388239557791e+00,9.277998659240074275e-01,1.042930117250160604e+00,1.290133250902732343e+00
2.330000000000000000e+02,4.000000000000000222e-01,1.743972744142711662e+01,5.425999433580696518e+01,7.499082799813659328e+00,-4.506420149298572042e+00,1.061166218867867439e+00,7.380214027293089396e-01,9.459144699444032023e-01
2.340000000000000000e+02,5.000000000000000000e-01,2.193701329944768830e+01,5.303396561756019878e+01,9.432915718762505008e+00,7.924690158021039821e+00,8.725452297145428471e-01,1.161399353623513875e+00,7.498988630848654191e-01
2.350000000000000000e+02,5.999999999999999778e-01,2.599746872024752165e+01,2.889840312128599109e+01,1.117891154970643264e+01,5.758887798976400241e+00,1.019401642538393382e+00,7.689712897822689186e-01,9.361778475023652124e-01
2.360000000000000000e+02,7.000000000000000666e-01,1.348768915075053343e+01,4.337919753610762541e+01,5.799706334822728238e+00,1.182795392950435165e+01,9.983388381864235495e-01,9.352130303831021063e-01,7.863859204572289929e-01
2.370000000000000000e+02,8.000000000000000444e-01,1.763215091630017994e+01,4.328139955441611164e+01,7.581824894009076665e+00,-1.160614655537243856e+01,7.163186766447521281e-01,8.905022195120112505e-01,1.057351011781697769e+00
2.380000000000000000e+02,9.000000000000000222e-01,1.623728296016107819e+01,4.868914319510872701e+01,6.982031672869262628e+00,-4.501811138814638680e-01,7.805602142306948821e-01,1.210376799879379517e+00,1.044994196364468664e+00
2.390000000000000000e+02,1.000000000000000000e+00,2.197876614262340311e+01,4.468573704727417351e+01,9.450869441328061171e+00,-4.801881645728695247e+00,9.372464325511850047e-01,8.383567819952328914e-01,9.064061053905123622e-01
2.400000000000000000e+02,1.000000000000000056e-01,2.242378041529327959e+01,2.860967120848053469e+01,-2.018140237376394364e+00,1.902840183259023155e+00,8.548215740450527678e-01,9.840314353565770000e-01,1.200505753933742259e+00
2.410000000000000000e+02,2.000000000000000111e-01,1.029449981342176379e+01,5.411531330953330610e+01,-9.265049832079583769e-01,7.808634262652964786e+00,1.143967745229063970e+00,1.280173568780039961e+00,9.486628151371125917e-01
2.420000000000000000e+02,3.000000000000000444e-01,1.580020078846409604e+01,2.644715072815894885e+01,-1.422018070961768244e+00,-5.560468331241794182e+00,8.101026802428030749e-01,1.152870335917938638e+00,1.021529788765667135e+00
2.430000000000000000e+02,4.000000000000000222e-01,2.193672682711295963e+01,4.479260934628088364e+01,-1.974305414440165718e+00,-3.842885313587461216e+00,7.175625640606264621e-01,9.609731314161267246e-01,1.244963851849248737e+00
2.440000000000000000e+02,5.000000000000000000e-01,2.016910774887642432e+01,5.463337790307595299e+01,-1.815219697398877452e+00,6.311928076837345358e+00,9.195988158827085313e-01,7.612117188182844219e-01,1.172709666967852726e+00
2.450000000000000000e+02,5.999999999999999778e-01,2.373173769290757917e+01,4.534253842431722603e+01,-2.135856392361681344e+00,-1.075902834478912062e+01,8.056623026736976501e-01,8.918844012376432318e-01,1.190095084887062615e+00
2.460000000000000000e+02,7.000000000000000666e-01,2.485095463154081230e+01,3.623631361307610632e+01,-2.236585916838672361e+00,5.333394316709964222e+00,1.023021063081409388e+00,1.043470130893933590e+00,8.348663970355987285e-01
2.470000000000000000e+02,8.000000000000000444e-01,5.831636274347621551e+00,3.498695301860862372e+01,-5.248472646912857309e-01,1.066588773973866822e+01,7.043686083646749641e-01,7.200443755690719705e-01,1.054167953037290051e+00
2.480000000000000000e+02,9.000000000000000222e-01,2.324007327714815574e+01,2.972773750231355194e+01,-2.091606594943333342e+00,-4.318775912869537770e+00,1.137368617686053796e+00,1.041517583338566810e+00,1.173421583535600110e+00
2.490000000000000000e+02,1.000000000000000000e+00,1.760297724730460800e+01,5.241930580492044101e+01,-1.584267952257414125e+00,6.783628266937416385e+00,7.482803103874832162e-01,1.025312172455481008e+00,9.136043557809441218e-01
2.500000000000000000e+02,1.000000000000000056e-01,2.568235787364406164e+01,4.142633055746952664e+01,-7.704707362093224932e-01,7.411107383081044553e+00,8.733440628144131246e-01,1.284184910953919179e+00,1.215721976213026689e+00
2.510000000000000000e+02,2.000000000000000111e-01,1.712455913640146576e+01,2.401058593864620150e+01,-5.137367740920444348e-01,7.726184888097787917e-01,1.079142487813856022e+00,1.273547385586122793e+00,1.051030606254321764e+00
2.520000000000000000e+02,3.000000000000000444e-01,7.911040578967381443e+00,2.098898390401148717e+01,-2.373312173690216575e-01,-6.484618812435559043e+00,7.612430374714911352e-01,1.154161195072632928e+00,9.037906143115208568e-01
2.530000000000000000e+02,4.000000000000000222e-01,2.190766022002595648e+01,3.350397894098860974e+01,-6.572298066007792317e-01,8.461154409794398035e-01,1.087083120142996018e+00,1.264570197926883077e+00,1.045380443716589003e+00
2.540000000000000000e+02,5.000000000000000000e-01,8.603369090862024393e+00,4.804456969509726605e+01,-2.581010727258609694e-01,-1.728485788729868844e+01,9.525460814422546107e-01,8.541852754916209323e-01,8.601855392131538824e-01
2.550000000000000000e+02,5.999999999999999778e-01,1.316381974179820169e+01,3.539108591449968344e+01,-3.949145922539464282e-01,-1.385672171046341816e+01,1.278956765767317982e+00,1.277213952013434461e+00,8.305313261680230541e-01
2.560000000000000000e+02,7.000000000000000666e-01,7.229057378209832407e+00,4.046320023612888406e+01,-2.168717213462951765e-01,-6.359233754093365221e+00,8.979765302615175804e-01,1.238748130891616617e+00,9.950704213813461596e-01
2.570000000000000000e+02,8.000000000000000444e-01,1.499670304638279639e+01,2.968782155136246814e+01,-4.499010913914842646e-01,-8.940863072128246714e+00,9.778266289127748312e-01,1.249630544964994705e+00,1.101269525795356641e+00
2.580000000000000000e+02,9.000000000000000222e-01,2.652436913515082928e+00,3.356485106982403011e+01,-7.957310740545256444e-02,5.012978437619160843e+00,1.296941144411777991e+00,1.147399950325008522e+00,1.081713729451506678e+00
2.590000000000000000e+02,1.000000000000000000e+00,5.440523072612142741e+00,5.196872554600049199e+01,-1.632156921783644299e-01,-1.243069124982690354e+01,1.206154215563924881e+00,1.117794211048303232e+00,9.197946224984527852e-01
2.600000000000000000e+02,1.000000000000000056e-01,2.315564695414930085e+01,2.465765965644581925e+01,-2.014541285010989213e+01,5.394201777482005689e+00,9.437634981436712200e-01,1.277856334127156490e+00,8.701082693758206421e-01
2.610000000000000000e+02,2.000000000000000111e-01,2.334645188839901309e+01,4.003109555855189683e+01,-2.031141314290714206e+01,1.264565464253286997e+01,8.057689840840088769e-01,8.678072785595321026e-01,1.049007905888717174e+00
2.620000000000000000e+02,3.000000000000000444e-01,2.221897770022869523e+01,3.030107431338073809e+01,-1.933051059919896630e+01,3.347289325692963224e+00,1.051065460183635558e+00,1.240937691843766233e+00,7.314442220619136181e-01
2.630000000000000000e+02,4.000000000000000222e-01,1.206822251170173566e+01,2.054866406174698668e+01,-1.049935358518050954e+01,-2.552930206417569625e+00,1.134600138325192020e+00,9.930598527614997728e-01,1.288095422464595519e+00
2.640000000000000000e+02,5.000000000000000000e-01,5.575831578657806986e+00,4.819958183135371144e+01,-4.850973473432292238e+00,6.610188830103997049e+00,9.534444968611988092e-01,7.748778687365803775e-01,1.048148899942780377e+00
2.650000000000000000e+02,5.999999999999999778e-01,1.271431974110830510e+01,4.172945468548667947e+01,-1.106145817476422621e+01,1.111634201788257137e+01,1.038758265784432977e+00,7.545816035773380559e-01,1.288587640480236995e+00
2.660000000000000000e+02,7.000000000000000666e-01,1.596826297741325718e+01,3.767897035162085473e+01,-1.389238879034953378e+01,-6.398601503909325805e-01,8.463644913201349151e-01,1.133290459420062568e+00,7.676729588985923280e-01
2.670000000000000000e+02,8.000000000000000444e-01,1.378987849784763142e+01,2.962522402452392711e+01,-1.199719429312743912e+01,1.273786995748371620e-02,8.407299412402184924e-01,9.022894681989708232e-01,8.141563053539994099e-01
2.680000000000000000e+02,9.000000000000000222e-01,2.310714618105167872e+01,3.281411425260105119e+01,-2.010321717751495996e+01,1.030730188585086538e+01,7.506629958543686865e-01,7.992899370037678253e-01,1.075250566210701253e+00
2.690000000000000000e+02,1.000000000000000000e+00,9.502354022851879023e+00,5.274224673549974796e+01,-8.267047999881134146e+00,-1.510595011821331290e+01,8.556242911161996423e-01,9.564768434159535149e-01,7.005419713127497561e-01
2.700000000000000000e+02,1.000000000000000056e-01,6.091085146578695486e+00,5.411755412571484669e+01,6.030174295112908034e+00,-2.170696922029540232e+00,8.362772901395941760e-01,8.749996800538020203e-01,1.165800208995667830e+00
2.710000000000000000e+02,2.000000000000000111e-01,7.064621086135666417e+00,5.486351541054333580e+01,6.993974875274309611e+00,-1.175353137950034110e+01,9.120542219489012892e-01,8.577347062063065408e-01,9.166680619862261903e-01
2.720000000000000000e+02,3.000000000000000444e-01,4.369390108245188031e+00,5.107527610125359274e+01,4.325696207162736506e+00,-8.229663304670488344e+00,9.231608679094412961e-01,1.266684498662760783e+00,1.137027397796120942e+00
2.730000000000000000e+02,4.000000000000000222e-01,2.173951964769483070e+01,2.413826450575531979e+01,2.152212445121788065e+01,-5.143996540040906673e+00,7.851203558441550712e-01,9.170807435014836084e-01,9.289835922375555555e-01
2.740000000000000000e+02,5.000000000000000000e-01,1.937413160199390560e+01,3.653500958607808968e+01,1.918039028597396722e+01,9.100999606970617606e+00,1.189370551861997027e+00,1.150205912221012206e+00,8.727002572840437677e-01
2.750000000000000000e+02,5.999999999999999778e-01,4.233111402746048135e+00,4.585072774350294367e+01,4.190780288718587876e+00,9.751261339386891880e-01,1.232009932508471461e+00,1.198545278666545588e+00,7.189632656922433362e-01
2.760000000000000000e+02,7.000000000000000666e-01,1.207907356145021893e+01,5.365513005050285500e+01,1.195828282583571678e+01,-2.046464063780197407e+01,1.018662262581177425e+00,8.228688171615113900e-01,7.321977437749533912e-01
2.770000000000000000e+02,8.000000000000000444e-01,2.572907648353182353e+01,3.424312400950562818e+01,2.547178571869650554e+01,-1.247793065814859581e+01,8.487031881944617773e-01,8.157284216547689981e-01,8.291095475452943120e-01
2.780000000000000000e+02,9.000000000000000222e-01,2.080826478726967110e+01,5.367979689646593755e+01,2.060018213939697418e+01,-6.338204657008671639e+00,1.236503509175783222e+00,8.086250029125550132e-01,1.158248120312928453e+00
2.790000000000000000e+02,1.000000000000000000e+00,8.519290430089808908e+00,5.326701126132243758e+01,8.434097525788910588e+00,-1.981075273076498533e+01,1.260307816883988741e+00,1.164312334894811674e+00,9.153169472756772507e-01
2.800000000000000000e+02,1.000000000000000056e-01,1.246070255261722259e+01,3.432533592821667412e+01,8.099456659201196729e+00,-1.107441712106028397e+01,1.094163377140086491e+00,7.177604972453630605e-01,9.909431651194223756e-01
2.810000000000000000e+02,2.000000000000000111e-01,1.551633266606482664e+01,4.516769582442603337e+01,1.008561623294214016e+01,2.152531012176804648e+00,1.050786758672718424e+00,7.547624325140668278e-01,1.060282625944228174e+00
2.820000000000000000e+02,3.000000000000000444e-01,1.100344808857220613e+01,3.095846086075965786e+01,7.152241257571935407e+00,1.897012563748429415e+00,9.559428398207165944e-01,1.225757162950187773e+00,8.523500001935133685e-01
2.830000000000000000e+02,4.000000000000000222e-01,1.361866298615427695e+01,2.092362660996728962e+01,8.852130941000281084e+00,7.567821169527553238e+00,1.226571026430985922e+00,1.074320740346366598e+00,7.102179052675707815e-01
2.840000000000000000e+02,5.000000000000000000e-01,4.191920995214053036e+00,4.384656255590820706e+01,2.724748646889135095e+00,-1.189161355690671762e+01,9.763580491927004168e-01,1.280042646306091658e+00,1.020824904649956011e+00
2.850000000000000000e+02,5.999999999999999778e-01,2.320935685653385505e+01,3.410179556561625702e+01,1.508608195674700880e+01,1.596594163600843608e+00,7.102244308286815855e-01,1.035428085181568481e+00,1.006721888103782492e+00
2.860000000000000000e+02,7.000000000000000666e-01,1.351421507147033019e+01,3.937076503844601660e+01,8.784239796455716842e+00,7.622473157720766501e+00,1.238287523069167229e+00,9.280207456142124389e-01,1.060980097469887973e+00
2.870000000000000000e+02,8.000000000000000444e-01,1.535221909869353141e+01,4.345836295052634313e+01,9.978942414150797191e+00,-9.851466363259280268e-01,1.121403485615024342e+00,1.134598587541467474e+00,8.149426080918803494e-01
2.880000000000000000e+02,9.000000000000000222e-01,8.558458709724977354e+00,2.824485201767411979e+01,5.562998161321236701e+00,5.833883120449761428e+00,1.080295067893134231e+00,1.273075620683538300e+00,8.561479463750565344e-01
2.890000000000000000e+02,1.000000000000000000e+00,6.786887385336014766e+00,4.565882563463793531e+01,4.411476800468410175e+00,6.198090640787611960e+00,8.298274686750926055e-01,1.217084084463453841e+00,1.273942933515356701e+00
2.900000000000000000e+02,1.000000000000000056e-01,5.550673518252410510e+00,3.752422346571967182e+01,2.941856964673777775e+00,-6.497462932736683960e+00,8.716885623979625519e-01,8.880523136409479434e-01,8.145100024984923692e-01
2.910000000000000000e+02,2.000000000000000111e-01,8.367415351669542645e+00,2.190743544397569309e+01,4.434730136384858135e+00,-5.411974347265408269e+00,1.062416160015705824e+00,1.097310191706501792e+00,1.048597491203943743e+00
2.920000000000000000e+02,3.000000000000000444e-01,2.158678662615275456e+01,4.391447437560753997e+01,1.144099691186096024e+01,6.442354377833291457e-01,8.068395317534310385e-01,1.283760170368128506e+00,9.030624518672485390e-01
2.930000000000000000e+02,4.000000000000000222e-01,1.594953857400804864e+01,3.773410953701872472e+01,8.453255444224266668e+00,-1.161794441447602644e+01,1.191243450608373999e+00,9.119282602352802858e-01,1.289840121335103174e+00
2.940000000000000000e+02,5.000000000000000000e-01,8.973420656042137011e+00,2.051330373402247886e+01,4.755912947702332971e+00,3.285472573404593533e+00,1.215086541161112477e+00,8.484743116490980341e-01,8.890147462687940649e-01
2.950000000000000000e+02,5.999999999999999778e-01,9.110615763891660279e+00,2.914266334461975561e+01,4.828626354862580072e+00,-2.190658607391907431e+00,9.726317788599627701e-01,1.285764038043470947e+00,1.266555892061702382e+00
2.960000000000000000e+02,7.000000000000000666e-01,7.596311533083379253e+00,2.280723318155274981e+01,4.026045112534191617e+00,1.393151506428014774e-01,7.983459400658592386e-01,9.195352872141604461e-01,1.146004135389198764e+00
2.970000000000000000e+02,8.000000000000000444e-01,1.287887379173566771e+01,3.869546072050570729e+01,6.825803109619903886e+00,9.353403428252716978e+00,8.937442638022311536e-01,9.074475070539187449e-01,9.403062781489032185e-01
2.980000000000000000e+02,9.000000000000000222e-01,2.164681801154472751e+01,3.816846287661522297e+01,1.147281354611870618e+01,-1.231152108584077176e+01,1.233857281491858471e+00,7.371068699339757835e-01,9.698166581855852675e-01
2.990000000000000000e+02,1.000000000000000000e+00,5.432050392350738832e+00,2.510817615635295752e+01,2.878986707945891510e+00,2.666802483526697909e+00,1.175533100398267639e+00,1.163999332221932193e+00,7.553677585980169695e-01
3.000000000000000000e+02,1.000000000000000056e-01,7.231965800699780011e+00,5.017581934647095920e+01,1.518712818146953580e+00,3.229050349210928483e-01,9.766564001820143837e-01,1.279069794951682049e+00,1.177907353443252259e+00
3.010000000000000000e+02,2.000000000000000111e-01,2.448408158046277450e+01,3.592164954497039275e+01,5.141657131897181543e+00,1.068937469464821710e+01,9.689692881366672728e-01,7.086094886442100282e-01,1.066891194349881777e+00
3.020000000000000000e+02,3.000000000000000444e-01,1.852726011038532405e+01,4.069270998925836125e+01,3.890724623180917607e+00,7.529544965999484418e+00,1.207855698387318988e+00,7.349058414260267735e-01,1.164882314296690646e+00
3.030000000000000000e+02,4.000000000000000222e-01,1.279682670739047090e+01,4.676215538355975099e+01,2.687333608551998321e+00,1.477756124866612231e+00,7.951089103482393838e-01,9.457160989109596461e-01,7.461237962514277733e-01
3.040000000000000000e+02,5.000000000000000000e-01,1.771564627944956527e+01,4.045020236019230708e+01,3.720285718684408049e+00,-6.336097827186425668e+00,1.024627359732979137e+00,8.804361434707841383e-01,1.142994854079165901e+00
3.050000000000000000e+02,5.999999999999999778e-01,6.126963025357921921e+00,4.316820562607360046e+01,1.286662235325163328e+00,-1.489206923336149124e+01,7.064666581034158011e-01,1.298227806523060135e+00,8.323033469294760511e-01
3.060000000000000000e+02,7.000000000000000666e-01,4.573239834735079334e+00,3.765352132446388111e+01,9.603803652943665448e-01,1.736604938294968647e+00,8.907237083795123134e-01,1.068505001418304845e+00,9.517602180729591854e-01
3.070000000000000000e+02,8.000000000000000444e-01,6.822002324457505651e+00,3.308441992407242083e+01,1.432620488136076009e+00,7.545004634357603379e+00,9.492369745057162023e-01,1.004962825027717832e+00,1.172479887508537821e+00
3.080000000000000000e+02,9.000000000000000222e-01,1.162958232551215509e+01,5.338721633463046601e+01,2.442212288357552108e+00,-4.747164418724656443e+00,1.048048158509302441e+00,1.116155044477362246e+00,1.104075090124378544e+00
3.090000000000000000e+02,1.000000000000000000e+00,1.796775572852282110e+01,3.019765350190971986e+01,3.773228702989791739e+00,1.009820167604089391e+01,1.179583385035935850e+00,8.220139744417586103e-01,1.042028126855660597e+00
3.100000000000000000e+02,1.000000000000000056e-01,7.031731037750092561e+00,3.634879951418736965e+01,4.289355933027557022e+00,7.358229684168058782e+00,7.035632522098418384e-01,9.607795146346302939e-01,9.025488251973229348e-01
3.110000000000000000e+02,2.000000000000000111e-01,1.669958697185873575e+01,2.266508067705355955e+01,1.018674805283383122e+01,-6.200082979729728550e+00,1.099048974485219876e+00,1.143041464609250157e+00,1.052921066247301196e+00
3.120000000000000000e+02,3.000000000000000444e-01,1.094891078518430660e+01,4.107264327681793503e+01,6.678835578962428521e+00,2.971079190785367974e+00,1.027512181147838932e+00,1.263457425729723305e+00,7.774938380959347528e-01
3.130000000000000000e+02,4.000000000000000222e-01,2.280712093530332041e+01,2.857465734667326629e+01,1.391234377053502769e+01,2.124727383625234722e+00,1.067455149458040653e+00,8.395611264742505186e-01,9.935352995865625036e-01
3.140000000000000000e+02,5.000000000000000000e-01,5.898727050596459520e+00,4.654279235846581031e+01,3.598223500863841018e+00,-1.241831954403185101e+01,1.019180406443900733e+00,1.194462865637917481e+00,8.066299503497545986e-01
3.150000000000000000e+02,5.999999999999999778e-01,2.056791348902385508e+01,2.276486867287110982e+01,1.254642722830455348e+01,8.130072347053712178e+00,9.809328965308814485e-01,9.016738518192859431e-01,7.700842042975841739e-01
3.160000000000000000e+02,7.000000000000000666e-01,6.192830567583680335e+00,2.330705476998344494e+01,3.777626646226045715e+00,-3.612237447650987754e+00,1.201610549663626681e+00,1.087708615358996322e+00,8.238238071145743691e-01
3.170000000000000000e+02,8.000000000000000444e-01,1.938060296368113455e+01,3.616151704135315015e+01,1.182216780784549393e+01,-1.899344333124601381e+00,1.256081485498198536e+00,7.805229684857828421e-01,7.546818436775840633e-01
3.180000000000000000e+02,9.000000000000000222e-01,4.638850686243488397e+00,2.694423617121147529e+01,2.829698918608528402e+00,2.221027170677084328e+00,9.041387405901673002e-01,8.430224606385219310e-01,1.006240366539416842e+00
3.190000000000000000e+02,1.000000000000000000e+00,1.885573665279090960e+01,5.079028429048860005e+01,1.150199935820245756e+01,-1.398713327940914830e+01,8.683539863708994444e-01,9.316830279098954337e-01,8.641829861800136570e-01
3.200000000000000000e+02,1.000000000000000056e-01,2.415743305679916020e+01,3.893133068598434932e+01,1.956752077600732065e+01,-1.166418492783540195e+01,9.145117644645567312e-01,1.229096057363370242e+00,9.214967170637318183e-01
3.210000000000000000e+02,2.000000000000000111e-01,8.354468906085006807e+00,2.482036960222914601e+01,6.767119813928855976e+00,2.959970010899336312e+00,1.213620998160283904e+00,7.559274844272063643e-01,1.152208053477874916e+00
3.220000000000000000e+02,3.000000000000000444e-01,2.150976257726413010e+01,4.430020205292309754e+01,1.742290768758394748e+01,-1.693976009038875929e+01,1.140445406638293191e+00,1.214787147400672618e+00,9.719824314260545606e-01
3.230000000000000000e+02,4.000000000000000222e-01,2.056847578157304923e+01,2.017681545017805789e+01,1.666046538307417180e+01,-5.063516841274233293e+00,1.287918471053422831e+00,1.220371646272814026e+00,8.599027832493528756e-01
3.240000000000000000e+02,5.000000000000000000e-01,2.109234219508475405e+01,5.155638743287359205e+01,1.708479717801865050e+01,2.008605883707458162e+01,8.964468424316094364e-01,1.122058254015056100e+00,9.011820458857328076e-01
3.250000000000000000e+02,5.999999999999999778e-01,1.836129051993274786e+01,3.930494862664116340e+01,1.487264532114552651e+01,-1.185384553093807014e+01,1.190963664873856631e+00,9.984178701359737174e-01,8.406297715027437611e-01
3.260000000000000000e+02,7.000000000000000666e-01,1.810411082154938356e+01,3.497507129932405689e+01,1.466432976545500111e+01,1.298417817352764914e+01,1.162564051961638922e+00,9.138105415132125042e-01,7.106487754370571786e-01
3.270000000000000000e+02,8.000000000000000444e-01,2.211090444212037909e+01,2.426577114771964716e+01,1.790983259811750727e+01,8.381910845255275078e+00,1.299969382128950190e+00,8.619332923386310297e-01,8.810611312995627609e-01
3.280000000000000000e+02,9.000000000000000222e-01,9.628793467532945627e+00,4.962160453268056415e+01,7.799322708701686757e+00,-1.077854072442702460e+01,1.138273640445088164e+00,1.251115977037636107e+00,8.688496685286342114e-01
3.290000000000000000e+02,1.000000000000000000e+00,5.489125998207464718e+00,3.015793258056228865e+01,4.446192058548046333e+00,1.133029832715477703e+01,9.091799379809756276e-01,7.647098087564123681e-01,9.331535257722013421e-01
3.300000000000000000e+02,1.000000000000000056e-01,5.018593483625941154e+00,3.662710454912259195e+01,1.856879588941598769e+00,6.426344699320525322e+00,8.854297510074414790e-01,7.417522651114106802e-01,9.192841151955961632e-01
3.310000000000000000e+02,2.000000000000000111e-01,3.297088274539212271e+00,2.679148922146110223e+01,1.219922661579508905e+00,-3.625708043516013390e+00,1.195181570529455062e+00,8.463626737067796446e-01,8.989612874002783638e-01
3.320000000000000000e+02,3.000000000000000444e-01,1.459548215951489425e+01,2.129605929617558502e+01,5.400328399020512649e+00,-7.261326144198598342e+00,1.047070928897762432e+00,9.382671945976399641e-01,1.079731191766424514e+00
3.330000000000000000e+02,4.000000000000000222e-01,2.461658180136998197e+01,4.743669170497619803e+01,9.108135266506895533e+00,1.782034738037409483e+01,1.265461372352483682e+00,1.141290278815268788e+00,7.741562520887292909e-01
3.340000000000000000e+02,5.000000000000000000e-01,1.680810838563118992e+01,5.395745302726865589e+01,6.219000102683541975e+00,9.387980648240393577e+00,1.066459353872451610e+00,1.117052825562835805e+00,9.627874774658082835e-01
3.350000000000000000e+02,5.999999999999999778e-01,2.527472957873117920e+01,3.402940539540600895e+01,9.351649944130539183e+00,7.904087649606415411e+00,1.089081014829351712e+00,1.277302465286724864e+00,7.637211205714825590e-01
3.360000000000000000e+02,7.000000000000000666e-01,1.538891215018928627e+01,3.659009048976692924e+01,5.693897495570037215e+00,-2.093475551097665921e+00,7.698713686554647939e-01,8.486778734351132503e-01,1.145362941537875212e+00
3.370000000000000000e+02,8.000000000000000444e-01,2.011127854488448108e+00,5.270961310855063431e+01,7.441173061607260220e-01,1.777568652162998930e+01,7.046861292434458690e-01,1.053408093391167144e+00,8.539795699834175080e-01
3.380000000000000000e+02,9.000000000000000222e-01,1.984695917941906274e+01,2.537832899704144296e+01,7.343374896385054917e+00,-1.126925240010139051e+00,9.970577963058240289e-01,1.293859304108574637e+00,7.254327304831240664e-01
3.390000000000000000e+02,1.000000000000000000e+00,1.333421545045773549e+01,4.311018214959221950e+01,4.933659716669363426e+00,8.950926049378134408e+00,9.957530499982343297e-01,8.229266157385585201e-01,1.186002316502319909e+00
3.400000000000000000e+02,1.000000000000000056e-01,1.957099719045208275e+01,4.817129094048031135e+01,5.871299157135629887e-01,1.767254024742462448e+01,9.076983235770794689e-01,8.761073512518661177e-01,7.490651069245396476e-01
3.410000000000000000e+02,2.000000000000000111e-01,1.636871703231214781e+01,2.343833646286367411e+01,4.910615109693648450e-01,-8.735751065252234326e+00,1.098700630400587297e+00,1.220612305206098647e+00,9.025423216756178757e-01
3.420000000000000000e+02,3.000000000000000444e-01,2.285269201436020481e+01,2.832862386711166636e+01,6.855807604308067349e-01,9.101572727233810056e+00,1.005105936214402140e+00,1.064915430278214448e+00,7.228109395255046810e-01
3.430000000000000000e+02,4.000000000000000222e-01,1.358600414307889181e+01,2.936894138925067566e+01,4.075801242923671186e-01,-9.547004040742237407e+00,8.684239543444802756e-01,9.828878300303679483e-01,1.190505279338077260e+00
3.440000000000000000e+02,5.000000000000000000e-01,9.876999930985853382e+00,3.895715537991880240e+01,2.963099979295758524e-01,-1.480541353067605215e+01,9.492203801147633957e-01,1.113339464431908343e+00,8.405749877498949196e-01
